,age,birthday,minutes_played_overall,minutes_played_home,minutes_played_away,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,annual_salary,Forward,Goalkeeper,Midfielder,Arsenal,Brighton & Hove Albion,Burnley,Cardiff City,Chelsea,Crystal Palace,Everton,Fulham,Huddersfield Town,Leicester City,Liverpool,Manchester City,Manchester United,Newcastle United,Southampton,Tottenham Hotspur,Watford,West Ham United,Wolverhampton Wanderers
475,30,638409600,1144,544,600,19,6,6,2,1,1,0,0,0,0,0,4,3,1,16,6,10,7,0,0.16,0.0,0.16,0.17,0.15,572,1.26,72,60,163,0,0.55,115,264,-1,7,1527125.5999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
307,22,884563200,930,450,480,12,5,5,1,0,1,0,0,0,0,0,4,3,1,10,2,8,4,1,0.1,0.0,0.1,0.0,0.19,930,0.97,93,78,186,0,0.48,162,334,26,14,1492418.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
132,25,787968000,640,307,333,9,3,4,0,0,0,0,0,0,0,0,2,1,1,9,4,5,2,0,0.0,0.0,0.0,0.0,0.0,0,1.27,71,71,320,0,0.28,343,313,-1,24,1457710.8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15,22,877305600,601,334,267,21,2,1,0,0,0,2,2,0,0,0,8,5,3,7,2,5,0,0,0.3,0.3,0.0,0.0,0.0,0,1.05,86,29,0,301,0.0,287,20,-1,17,1436886.3599999999,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
540,28,703209600,1141,431,710,15,4,9,0,0,0,0,0,0,0,0,1,0,1,34,12,22,3,1,0.0,0.0,0.0,0.0,0.0,0,2.68,34,76,285,0,0.32,334,360,173,24,1388296.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
255,24,829267200,2151,1126,1025,25,13,11,0,0,0,1,0,1,0,0,3,1,2,33,19,14,7,0,0.04,0.04,0.0,0.0,0.0,0,1.38,65,86,307,2151,0.29,377,225,98,24,1388296.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
483,30,636681600,3060,1710,1350,34,19,15,1,1,0,0,0,0,0,0,9,7,2,36,20,16,12,0,0.03,0.0,0.03,0.05,0.0,3060,1.06,85,90,255,0,0.35,256,304,40,10,1388296.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
167,23,858470400,1774,1023,751,35,11,8,6,3,3,2,2,0,0,0,13,8,5,24,12,12,3,0,0.41,0.1,0.3,0.26,0.36,296,1.22,74,51,591,887,0.15,65,152,-1,3,1388296.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109,31,608688000,2056,932,1124,29,11,12,0,0,0,2,1,1,0,0,1,1,0,52,19,33,2,0,0.09,0.09,0.0,0.0,0.0,0,2.28,40,71,1028,1028,0.09,328,164,169,30,1388296.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
334,23,860889600,374,272,102,6,3,1,0,0,0,3,3,0,0,0,3,2,1,4,2,2,1,0,0.72,0.72,0.0,0.0,0.0,0,0.96,94,62,374,125,0.24,357,1,25,21,1388296.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
203,32,577929600,1805,720,1085,22,8,11,0,0,0,0,0,0,0,0,5,3,2,32,9,23,0,0,0.0,0.0,0.0,0.0,0.0,0,1.6,56,82,0,0,0.0,401,397,132,18,1388296.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,29,660700800,440,246,194,14,3,1,1,1,0,0,0,0,0,0,2,0,2,11,8,3,0,0,0.2,0.0,0.2,0.37,0.0,440,2.25,40,31,0,0,0.0,94,382,-1,10,1388296.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,27,740707200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,1388296.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
127,27,717811200,1943,1053,890,28,10,9,0,0,0,1,1,0,0,0,5,3,2,40,20,20,7,0,0.05,0.05,0.0,0.0,0.0,0,1.85,49,69,278,1943,0.32,315,205,155,27,1388296.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
434,23,850608000,1153,613,540,14,8,6,0,0,0,3,2,1,0,0,10,6,4,4,2,2,1,0,0.23,0.23,0.0,0.0,0.0,0,0.31,288,82,1153,384,0.08,284,51,-1,20,1388296.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
446,28,694310400,270,0,270,3,0,3,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.33,270,90,0,0,0.0,-1,-1,-1,15,1388296.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
429,30,634348800,3420,1710,1710,38,19,19,0,0,0,0,0,0,0,0,10,5,5,61,34,27,2,0,0.0,0.0,0.0,0.0,0.0,0,1.61,56,90,1710,0,0.05,363,393,134,17,1354923.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,30,638582400,2641,1142,1499,30,13,17,0,0,0,1,1,0,0,0,9,5,4,43,18,25,5,0,0.03,0.03,0.0,0.0,0.0,0,1.47,61,88,528,2641,0.17,324,241,112,23,1354923.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,33,534643200,1542,521,1021,20,6,11,0,0,0,0,0,0,0,0,6,2,4,21,9,12,4,0,0.0,0.0,0.0,0.0,0.0,0,1.23,73,77,386,0,0.23,352,392,72,21,1318213.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,32,559440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,1317546.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,29,665280000,630,450,180,7,5,2,0,0,0,0,0,0,0,0,1,0,1,16,15,1,3,0,0.0,0.0,0.0,0.0,0.0,0,2.29,39,90,210,0,0.43,313,381,170,19,1317546.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,28,703296000,984,442,542,20,5,6,4,0,4,1,1,0,1,0,6,3,3,15,8,7,0,0,0.46,0.09,0.37,0.0,0.66,246,1.37,66,49,0,984,0.0,45,157,-1,5,1283729.2783,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,27,740707200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,1281504.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
142,29,660700800,440,246,194,14,3,1,1,1,0,0,0,0,0,0,2,0,2,11,8,3,0,0,0.2,0.0,0.2,0.37,0.0,440,2.25,40,31,0,0,0.0,94,382,-1,10,1281504.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,32,583459200,591,309,282,8,2,3,1,1,0,0,0,0,0,0,0,0,0,9,5,4,2,0,0.15,0.0,0.15,0.29,0.0,591,1.37,66,74,296,0,0.3,121,292,97,12,1268155.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,24,818121600,173,121,52,12,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.52,173,14,0,0,0.0,-1,-1,-1,17,1249466.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,23,849139200,49,0,49,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,5.51,16,25,0,0,0.0,-1,-1,-1,22,1249466.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
462,29,675993600,407,168,239,5,2,3,0,0,0,0,0,0,0,0,1,1,0,6,1,5,0,0,0.0,0.0,0.0,0.0,0.0,0,1.33,68,81,0,0,0.0,335,396,-1,23,1249466.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
310,22,870912000,1414,722,692,21,8,8,1,0,1,0,0,0,0,0,2,2,0,36,15,21,4,0,0.06,0.0,0.06,0.0,0.13,1414,2.29,39,67,354,0,0.25,215,325,-1,7,1180051.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
494,30,624931200,913,455,458,20,5,5,3,2,1,0,0,0,0,0,4,2,2,18,9,9,0,0,0.3,0.0,0.3,0.4,0.2,304,1.77,51,46,0,0,0.0,64,351,-1,3,1180051.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,26,759974400,746,388,358,19,3,4,1,0,1,1,0,1,0,0,5,2,3,15,9,6,1,0,0.24,0.12,0.12,0.0,0.25,746,1.81,50,39,746,746,0.12,141,128,-1,12,1145344.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,26,770083200,2579,1267,1312,32,16,15,5,4,1,4,1,3,1,0,8,4,4,48,25,23,6,0,0.31,0.14,0.17,0.28,0.07,516,1.68,54,81,430,645,0.21,111,106,-1,1,1121316.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,29,650937600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,1112416.2216999999,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,31,604540800,360,180,180,4,2,2,0,0,0,0,0,0,0,0,1,1,0,5,1,4,0,0,0.0,0.0,0.0,0.0,0.0,0,1.25,72,90,0,0,0.0,404,327,79,14,1112416.2216999999,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,29,677203200,37,9,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,4.86,19,19,0,0,0.0,-1,-1,-1,15,1110636.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
325,29,650937600,513,90,423,6,1,4,0,0,0,1,0,1,0,0,1,0,1,7,2,5,0,0,0.18,0.18,0.0,0.0,0.0,0,1.23,73,86,0,513,0.0,293,72,70,15,1110636.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,23,858384000,790,413,377,10,4,4,0,0,0,1,1,0,0,0,2,1,1,14,7,7,1,0,0.11,0.11,0.0,0.0,0.0,0,1.59,56,79,790,790,0.11,308,135,129,15,1041222.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
454,24,834451200,2192,1106,1086,27,13,12,2,1,1,0,0,0,0,0,5,3,2,41,17,24,7,0,0.08,0.0,0.08,0.08,0.08,1096,1.68,53,81,313,0,0.29,190,372,-1,4,1041222.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
197,24,813974400,55,0,55,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.64,55,55,0,0,0.0,-1,-1,-1,22,1041222.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
327,22,876441600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,1041222.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
123,27,730598400,3420,1710,1710,38,19,19,0,0,0,0,0,0,0,0,9,7,2,43,20,23,5,0,0.0,0.0,0.0,0.0,0.0,0,1.13,80,90,684,0,0.13,394,415,-1,18,1041222.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
517,35,474422400,2475,1260,1215,28,14,14,4,2,2,1,1,0,0,0,7,4,3,46,23,23,7,0,0.18,0.04,0.15,0.14,0.15,619,1.67,54,88,354,2475,0.25,123,222,136,4,971807.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,22,880502400,3135,1605,1530,35,18,17,0,0,0,3,1,2,0,0,12,7,5,41,17,24,5,1,0.09,0.09,0.0,0.0,0.0,0,1.18,76,90,523,1045,0.17,312,160,-1,22,937099.7999999999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
428,28,700185600,103,74,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.87,103,15,0,0,0.0,-1,-1,-1,18,934430.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
263,29,671414400,128,52,76,4,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0,2.81,32,32,0,0,0.0,-1,-1,-1,18,901057.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,26,762393600,87,9,78,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,3.1,29,29,0,0,0.0,-1,-1,-1,20,867685.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,25,794534400,687,468,219,13,4,1,3,1,2,0,0,0,1,1,2,1,1,16,9,7,2,0,0.39,0.0,0.39,0.19,0.82,229,2.1,43,53,344,0,0.26,37,412,-1,4,867685.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
313,27,739497600,366,133,233,13,1,2,1,1,0,0,0,0,0,0,4,1,3,5,1,4,1,0,0.25,0.0,0.25,0.68,0.0,366,1.23,73,28,366,0,0.25,79,262,-1,11,834312.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,20,959472000,327,279,48,13,3,0,1,1,0,0,0,0,0,0,8,6,2,0,0,0,0,0,0.28,0.0,0.28,0.32,0.0,327,0.0,0,25,0,0,0.0,67,386,-1,11,832977.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
75,32,564364800,553,283,270,7,4,3,0,0,0,0,0,0,0,0,1,1,0,20,9,11,0,0,0.0,0.0,0.0,0.0,0.0,0,3.25,28,79,0,0,0.0,327,348,175,14,832977.6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87,37,421113600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,727520.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,23,850003200,861,345,516,16,4,5,2,0,2,0,0,0,0,0,3,1,2,17,6,11,1,0,0.21,0.0,0.21,0.0,0.35,431,1.78,51,54,861,0,0.1,91,303,-1,8,694148.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
518,29,663292800,412,130,282,12,1,3,0,0,0,0,0,0,0,0,0,0,0,11,1,10,4,0,0.0,0.0,0.0,0.0,0.0,0,2.4,37,34,103,0,0.87,318,401,-1,24,694148.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
389,28,695520000,3147,1557,1590,38,17,18,4,1,3,5,4,1,0,0,9,7,2,38,18,20,5,0,0.26,0.14,0.11,0.06,0.17,787,1.09,83,83,629,629,0.14,155,100,46,5,694148.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235,24,826243200,981,589,392,22,5,5,1,1,0,1,1,0,0,0,4,2,2,25,15,10,1,0,0.18,0.09,0.09,0.15,0.0,981,2.29,39,45,981,981,0.09,177,163,-1,11,645557.64,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
349,29,663292800,21,4,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,8.57,11,11,0,0,0.0,-1,-1,-1,15,624733.2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,32,580694400,2593,1153,1440,31,13,16,0,0,0,1,0,1,0,0,5,3,2,59,23,36,4,0,0.03,0.03,0.0,0.0,0.0,0,2.05,44,84,648,2593,0.14,286,244,165,17,617791.72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
216,22,875664000,596,308,288,9,4,3,0,0,0,0,0,0,0,0,4,2,2,4,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.6,149,66,0,0,0.0,275,297,-1,23,555318.4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
543,26,769996800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,555318.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
196,31,598147200,465,296,169,16,3,0,1,0,1,0,0,0,0,0,3,1,2,13,7,6,0,0,0.19,0.0,0.19,0.0,0.53,465,2.52,36,29,0,0,0.0,101,268,-1,9,555318.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
490,20,958608000,2298,1095,1203,35,11,15,2,1,1,6,3,3,0,0,4,3,1,58,22,36,0,0,0.31,0.23,0.08,0.08,0.07,1149,2.27,40,66,0,383,0.0,187,49,168,6,555318.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
330,25,805852800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,555318.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
181,19,968889600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,520611.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,26,745113600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,208244.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
156,21,916272000,3005,1440,1565,34,16,18,2,2,0,0,0,0,0,0,6,3,3,42,21,21,4,0,0.06,0.0,0.06,0.13,0.0,1503,1.26,72,88,751,0,0.12,205,362,-1,9,208244.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200,23,857433600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,208244.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
527,24,809395200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,208244.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
303,22,873590400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,138829.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
414,20,948931200,647,426,221,26,4,1,0,0,0,1,1,0,0,0,5,5,0,9,5,4,1,0,0.14,0.14,0.0,0.0,0.0,0,1.25,72,25,647,647,0.14,408,107,-1,16,104122.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
502,22,878169600,688,355,333,9,4,4,1,1,0,0,0,0,0,0,3,3,0,8,1,7,2,0,0.13,0.0,0.13,0.25,0.0,688,1.05,86,76,344,0,0.26,134,263,-1,11,48056.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
489,20,944870400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,34707.4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
