,age,birthday,minutes_played_overall,minutes_played_home,minutes_played_away,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,annual_salary,Forward,Goalkeeper,Midfielder,Arsenal,Brighton & Hove Albion,Burnley,Cardiff City,Chelsea,Crystal Palace,Everton,Fulham,Huddersfield Town,Leicester City,Liverpool,Manchester City,Manchester United,Newcastle United,Southampton,Tottenham Hotspur,Watford,West Ham United,Wolverhampton Wanderers
291,32,568166400,1995,1074,921,24,12,9,1,1,0,0,0,0,0,0,8,6,2,22,9,13,2,0,0.05,0.0,0.05,0.08,0.0,1995,0.99,91,83,998,0,0.09,218,320,32,11,5553184.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
217,30,630806400,2008,1186,822,25,14,10,0,0,0,1,1,0,0,0,7,4,3,37,25,12,10,0,0.04,0.04,0.0,0.0,0.0,0,1.66,54,80,201,2008,0.45,304,221,-1,16,5308108.115732256,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,29,657936000,3420,1710,1710,38,19,19,0,0,0,0,0,0,0,0,7,2,5,51,23,28,1,0,0.0,0.0,0.0,0.0,0.0,0,1.34,67,90,3420,0,0.03,310,419,91,18,5308108.115732256,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
131,30,633830400,1737,911,826,25,10,9,2,0,2,1,0,1,0,0,7,4,3,31,14,17,8,0,0.16,0.05,0.1,0.0,0.22,869,1.61,56,69,217,1737,0.41,158,206,-1,8,5308108.115732256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,30,628041600,1027,559,468,23,6,5,2,1,1,3,3,0,1,0,7,4,3,24,8,16,1,0,0.44,0.26,0.18,0.16,0.19,514,2.1,43,45,1027,342,0.09,104,35,-1,7,5308108.115732256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,26,768182400,1743,968,775,32,12,9,0,0,0,2,1,1,0,0,12,8,4,18,4,14,3,0,0.1,0.1,0.0,0.0,0.0,0,0.93,97,54,581,872,0.15,291,151,-1,20,5206110.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,24,823996800,2377,1231,1146,34,12,12,2,2,0,2,0,2,0,0,6,5,1,35,10,25,8,1,0.15,0.08,0.08,0.15,0.0,1189,1.33,68,70,264,1189,0.34,184,169,-1,10,5206110.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,36,443059200,940,408,532,14,5,5,0,0,0,0,0,0,0,0,2,2,0,18,4,14,3,0,0.0,0.0,0.0,0.0,0.0,0,1.72,52,67,313,0,0.29,387,407,147,25,5206110.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,28,698630400,1263,652,611,18,8,7,0,0,0,1,0,1,0,0,4,0,4,16,9,7,1,0,0.07,0.07,0.0,0.0,0.0,0,1.14,79,70,1263,1263,0.07,299,189,51,24,5206110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
437,23,850694400,3299,1624,1675,38,19,18,2,2,0,0,0,0,0,0,10,6,4,42,18,24,8,0,0.05,0.0,0.05,0.11,0.0,1650,1.15,79,87,412,0,0.22,222,332,-1,9,5206110.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
208,29,658281600,2735,1413,1322,35,17,15,3,1,2,0,0,0,0,0,21,12,9,15,6,9,3,0,0.1,0.0,0.1,0.06,0.14,912,0.49,182,78,912,0,0.1,161,416,-1,8,5206110.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
191,35,478224000,683,508,175,20,5,1,1,1,0,4,4,0,0,0,7,5,2,8,5,3,2,0,0.66,0.53,0.13,0.18,0.0,683,1.05,85,34,342,171,0.26,137,2,-1,8,5206110.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
549,29,660960000,26,17,9,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,3.46,26,13,0,0,0.0,-1,-1,-1,23,5206110.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,27,724377600,1668,963,705,27,11,8,4,1,3,2,1,1,1,0,6,2,4,25,16,9,3,0,0.32,0.11,0.22,0.09,0.38,417,1.35,67,62,556,834,0.16,87,143,-1,5,5206110.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
440,35,474681600,2092,1216,876,26,14,9,0,0,0,1,1,0,0,0,4,2,2,32,22,10,4,0,0.04,0.04,0.0,0.0,0.0,0,1.38,65,80,523,2092,0.17,370,223,99,23,5206110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
115,28,698025600,2772,1457,1315,35,16,14,8,6,2,12,8,4,0,0,10,6,4,34,14,20,3,0,0.65,0.39,0.26,0.37,0.14,347,1.1,82,79,924,231,0.1,75,10,-1,4,5206110.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
155,27,742176000,2475,1313,1162,29,15,13,1,0,1,2,1,1,0,0,6,4,2,37,19,18,7,1,0.11,0.07,0.04,0.0,0.08,2475,1.35,67,85,309,1238,0.29,228,177,93,13,5093679.649379999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
134,28,711849600,1668,922,746,24,12,11,7,3,4,3,3,0,3,0,6,2,4,26,13,13,1,0,0.54,0.16,0.38,0.29,0.48,238,1.4,64,70,1668,556,0.05,41,87,-1,2,5093679.649379999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
426,29,670809600,1254,684,570,18,8,6,0,0,0,1,0,1,0,0,6,4,2,24,6,18,2,0,0.07,0.07,0.0,0.0,0.0,0,1.72,52,70,627,1254,0.14,392,180,146,22,5093679.649379999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,33,528681600,1921,841,1080,26,8,12,0,0,0,0,0,0,0,0,6,3,3,29,10,19,3,0,0.0,0.0,0.0,0.0,0.0,0,1.36,66,74,640,0,0.14,396,414,94,21,5093679.649379999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
292,28,684547200,1186,616,570,20,8,6,1,0,1,2,0,2,0,0,6,3,3,13,7,6,3,0,0.23,0.15,0.08,0.0,0.16,1186,0.99,91,59,395,593,0.23,182,96,-1,12,5093679.649379999,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
281,29,656985600,1748,847,901,29,8,11,3,0,3,6,5,1,0,0,6,4,2,31,13,18,2,0,0.46,0.31,0.15,0.0,0.3,583,1.6,56,60,874,291,0.1,117,18,-1,5,5093679.649379999,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,26,774403200,2602,1112,1490,30,12,17,1,1,0,1,0,1,0,0,6,2,4,38,13,25,1,0,0.07,0.03,0.03,0.08,0.0,2602,1.31,68,87,2602,2602,0.03,263,246,88,14,5093679.649379999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
106,33,526435200,1583,803,780,21,9,8,1,1,0,0,0,0,0,0,6,4,2,32,14,18,4,0,0.06,0.0,0.06,0.11,0.0,1583,1.82,49,75,396,0,0.23,203,276,152,12,5093679.649379999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,26,749347200,755,301,454,17,4,5,1,0,1,2,1,1,0,0,6,4,2,8,3,5,1,0,0.36,0.24,0.12,0.0,0.2,755,0.95,94,44,755,378,0.12,146,46,-1,14,5093679.649379999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
501,31,592531200,2560,1333,1227,29,15,14,2,2,0,2,0,2,0,0,13,8,5,29,15,14,1,0,0.14,0.07,0.07,0.14,0.0,1280,1.02,88,88,2560,1280,0.04,194,178,37,8,4859036.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,32,580348800,1870,956,914,24,10,10,1,1,0,1,1,0,0,0,3,2,1,32,13,19,2,0,0.1,0.05,0.05,0.09,0.0,1870,1.54,58,78,935,1870,0.1,221,207,124,13,4859036.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
505,27,725155200,564,136,428,8,2,4,0,0,0,2,0,2,0,0,3,0,3,9,2,7,1,0,0.32,0.32,0.0,0.0,0.0,0,1.44,63,71,564,282,0.16,351,15,108,27,4859036.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
152,28,708220800,125,35,90,4,0,1,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,31,0,0,0.0,-1,-1,-1,22,4859036.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,26,749865600,3125,1526,1599,35,17,18,2,2,0,6,3,3,0,0,10,6,4,40,16,24,7,0,0.23,0.17,0.06,0.12,0.0,1563,1.15,78,89,446,521,0.2,214,85,52,7,4859036.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
199,32,574560000,90,0,90,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,30,90,0,0,0.0,-1,-1,-1,29,4859036.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
507,33,540950400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,4859036.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,27,725846400,3062,1566,1496,35,17,17,5,3,2,6,2,4,0,0,5,3,2,54,27,27,7,0,0.32,0.18,0.15,0.17,0.12,612,1.59,57,87,437,510,0.21,122,80,-1,5,4859036.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
365,27,729734400,688,367,321,10,4,4,1,0,1,1,0,1,0,0,2,2,0,11,5,6,2,0,0.26,0.13,0.13,0.0,0.28,688,1.44,63,69,344,688,0.26,132,111,-1,12,4859036.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
105,31,615600000,980,454,526,25,5,6,2,1,1,2,1,1,0,1,6,3,3,14,6,8,1,0,0.37,0.18,0.18,0.2,0.17,490,1.29,70,39,980,490,0.09,105,75,-1,8,4859036.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40,29,677894400,1358,809,549,29,8,5,7,5,2,2,2,0,0,0,5,3,2,23,16,7,2,0,0.6,0.13,0.46,0.56,0.33,194,1.52,59,47,679,679,0.13,25,109,-1,3,4859036.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
405,30,638582400,2099,998,1101,33,11,11,6,4,2,4,2,2,0,0,5,3,2,26,10,16,3,0,0.43,0.17,0.26,0.36,0.16,350,1.11,81,64,700,525,0.13,76,86,-1,4,4859036.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
111,30,627696000,2128,1138,990,24,13,11,1,0,1,0,0,0,0,0,4,2,2,34,16,18,1,0,0.04,0.0,0.04,0.0,0.09,2128,1.44,63,89,2128,0,0.04,245,294,106,15,4859036.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
342,35,471571200,376,141,235,6,2,3,0,0,0,0,0,0,0,0,1,0,1,6,2,4,0,0,0.0,0.0,0.0,0.0,0.0,0,1.44,63,63,0,0,0.0,410,287,109,21,4859036.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
231,30,622771200,2825,1407,1418,33,16,16,0,0,0,2,1,1,0,0,13,9,4,29,10,19,6,0,0.06,0.06,0.0,0.0,0.0,0,0.92,97,86,471,1413,0.19,413,192,-1,19,4859036.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
484,30,618278400,2160,1170,990,24,13,11,1,1,0,0,0,0,0,0,6,3,3,36,15,21,8,0,0.04,0.0,0.04,0.08,0.0,2160,1.5,60,90,270,0,0.33,244,366,117,13,4859036.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
66,33,551145600,2160,1080,1080,24,12,12,0,0,0,0,0,0,0,0,5,3,2,44,19,25,0,0,0.0,0.0,0.0,0.0,0.0,0,1.83,49,90,0,0,0.0,358,273,154,19,4859036.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,28,699148800,944,403,541,16,4,6,1,0,1,1,0,1,0,0,5,1,4,11,8,3,1,0,0.19,0.1,0.1,0.0,0.17,944,1.05,86,59,944,944,0.1,165,146,-1,12,4859036.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
244,26,752976000,2748,1308,1440,32,16,16,0,0,0,1,1,0,0,0,11,5,6,33,16,17,4,0,0.03,0.03,0.0,0.0,0.0,0,1.08,83,86,687,2748,0.13,346,245,41,23,4805996.01783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
331,25,783216000,2610,1350,1260,32,15,14,2,1,1,2,0,2,0,0,11,8,3,37,17,20,5,1,0.14,0.07,0.07,0.07,0.07,1305,1.28,71,82,522,1305,0.17,197,185,83,7,4805996.01783,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
42,24,816480000,1518,587,931,22,6,10,0,0,0,0,0,0,0,0,3,2,1,30,10,20,3,1,0.0,0.0,0.0,0.0,0.0,0,1.78,51,69,506,0,0.18,290,254,-1,19,4650791.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
236,23,852768000,2970,1530,1440,33,17,16,1,1,0,0,0,0,0,0,7,4,3,38,20,18,4,0,0.03,0.0,0.03,0.06,0.0,2970,1.15,78,90,743,0,0.12,249,364,55,14,4650791.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
171,26,745545600,3420,1710,1710,38,19,19,0,0,0,1,1,0,0,0,20,9,11,23,12,11,2,0,0.03,0.03,0.0,0.0,0.0,0,0.61,149,90,1710,3420,0.05,366,240,13,21,4511962.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
328,29,653702400,2278,1188,1090,27,13,13,1,1,0,3,0,3,0,0,10,5,5,20,10,10,2,0,0.16,0.12,0.04,0.08,0.0,2278,0.79,114,84,1139,759,0.08,239,124,19,12,4511962.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
264,29,679881600,2252,1112,1140,32,14,13,1,1,0,2,0,2,0,0,4,2,2,53,23,30,6,0,0.12,0.08,0.04,0.08,0.0,2252,2.12,42,70,375,1126,0.24,230,168,-1,7,4511962.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
573,35,482630400,3420,1710,1710,38,19,19,0,0,0,0,0,0,0,0,7,4,3,48,23,25,0,0,0.0,0.0,0.0,0.0,0.0,0,1.26,71,90,0,0,0.0,391,343,81,19,4511962.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
542,32,583545600,2548,1298,1250,32,15,13,9,3,6,5,1,4,1,0,5,3,2,43,23,20,5,1,0.49,0.18,0.32,0.21,0.43,283,1.52,59,80,425,510,0.21,56,81,-1,2,4511962.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
420,34,509760000,1861,781,1080,22,9,12,1,1,0,3,0,3,0,0,6,5,1,21,3,18,5,0,0.19,0.15,0.05,0.12,0.0,1861,1.02,89,85,372,620,0.24,226,98,36,11,4511962.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,26,746841600,1615,763,852,21,9,9,1,0,1,1,0,1,0,0,4,2,2,32,12,20,5,0,0.11,0.06,0.06,0.0,0.11,1615,1.78,50,77,323,1615,0.28,211,195,-1,10,4511962.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
108,30,630201600,1897,865,1032,31,9,12,0,0,0,2,1,1,0,0,11,6,5,24,7,17,3,0,0.09,0.09,0.0,0.0,0.0,0,1.14,79,61,632,949,0.14,323,161,-1,20,4511962.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
551,29,677808000,509,302,207,13,3,1,1,1,0,0,0,0,0,0,6,4,2,3,3,0,2,0,0.18,0.0,0.18,0.3,0.0,509,0.53,170,39,255,0,0.35,106,266,-1,11,4511962.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
71,23,851126400,3240,1620,1620,36,18,18,0,0,0,4,1,3,0,0,10,6,4,39,15,24,4,0,0.11,0.11,0.0,0.0,0.0,0,1.08,83,90,810,810,0.11,344,138,44,16,4511962.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
438,28,685670400,2140,1110,1030,31,13,12,1,1,0,0,0,0,0,0,6,3,3,32,16,16,11,0,0.04,0.0,0.04,0.08,0.0,2140,1.35,67,69,195,0,0.46,236,371,-1,9,4511962.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
153,24,834537600,1943,873,1070,23,10,12,1,1,0,1,0,1,0,0,6,3,3,21,9,12,2,0,0.09,0.05,0.05,0.1,0.0,1943,0.97,93,84,972,1943,0.09,225,208,28,13,4511962.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
101,28,683596800,1494,651,843,18,7,9,1,1,0,2,0,2,0,0,5,2,3,26,7,19,4,0,0.18,0.12,0.06,0.14,0.0,1494,1.57,57,83,374,747,0.24,206,130,127,15,4511962.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
510,33,538272000,1269,629,640,26,6,6,5,3,2,1,1,0,0,0,5,2,3,20,7,13,3,0,0.43,0.07,0.35,0.43,0.28,254,1.42,63,49,423,1269,0.21,51,182,-1,4,4285029.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
319,23,844300800,926,408,518,30,4,5,1,1,0,3,2,1,0,0,6,4,2,11,5,6,2,0,0.39,0.29,0.1,0.22,0.0,926,1.07,84,31,463,309,0.19,169,24,-1,13,4164888.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
102,29,676252800,1050,536,514,25,5,5,3,2,1,3,1,2,0,0,7,4,3,16,9,7,3,0,0.51,0.26,0.26,0.34,0.18,350,1.37,66,42,350,350,0.26,77,37,-1,6,4164888.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
498,33,540259200,660,360,300,10,4,3,0,0,0,1,0,1,0,0,3,2,1,7,4,3,1,0,0.14,0.14,0.0,0.0,0.0,0,0.95,94,66,660,660,0.14,276,101,24,14,4164888.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72,27,735609600,1839,916,923,27,10,10,0,0,0,0,0,0,0,0,10,6,4,24,10,14,2,0,0.0,0.0,0.0,0.0,0.0,0,1.17,77,68,920,0,0.1,353,274,60,26,4164888.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
209,26,763516800,2082,949,1133,30,12,14,10,3,7,5,3,2,0,0,6,3,3,28,11,17,3,0,0.65,0.22,0.43,0.28,0.56,208,1.21,74,69,694,416,0.13,29,59,-1,1,4164888.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
524,35,473385600,96,6,90,3,0,1,0,0,0,1,0,1,0,0,0,0,0,3,0,3,0,0,0.94,0.94,0.0,0.0,0.0,0,2.81,32,32,0,96,0.0,-1,-1,-1,22,4164888.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
424,26,762912000,3276,1633,1643,38,18,18,6,4,2,4,2,2,0,0,7,3,4,53,22,31,3,0,0.27,0.11,0.16,0.22,0.11,546,1.46,62,86,1092,819,0.08,116,141,-1,3,4164888.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
122,27,733536000,61,49,12,6,0,0,0,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,1.48,1.48,0.0,0.0,0.0,0,0.0,0,10,0,61,0.0,-1,-1,-1,16,4164888.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
477,30,621907200,2609,1343,1266,32,15,15,11,6,5,7,5,2,0,0,10,5,5,29,14,15,1,0,0.62,0.24,0.38,0.4,0.36,237,1.0,90,82,2609,373,0.03,40,43,-1,2,4164888.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
257,27,712800000,2030,1130,900,23,13,10,0,0,0,0,0,0,0,0,4,2,2,27,14,13,2,0,0.0,0.0,0.0,0.0,0.0,0,1.2,75,88,1015,0,0.09,373,367,65,28,4164888.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
412,25,775958400,790,393,397,16,4,4,0,0,0,0,0,0,0,0,4,2,2,8,5,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.91,99,49,0,0,0.0,375,368,-1,26,4164888.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
178,26,758592000,1510,674,836,20,8,10,3,2,1,0,0,0,0,0,6,2,4,16,8,8,4,0,0.18,0.0,0.18,0.27,0.11,503,0.95,94,76,378,0,0.24,107,278,-1,7,4164888.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21,25,779673600,3282,1616,1666,37,18,19,11,8,3,3,2,1,1,0,5,3,2,74,31,43,7,0,0.38,0.08,0.3,0.45,0.16,298,2.03,44,89,469,1094,0.19,62,176,-1,1,4164888.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
557,36,443491200,1926,783,1143,22,9,12,3,1,2,0,0,0,0,0,6,3,3,24,9,15,5,2,0.14,0.0,0.14,0.11,0.16,642,1.12,80,88,385,0,0.23,125,300,48,6,4164888.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
138,30,646876800,1806,969,837,26,11,9,0,0,0,3,1,2,0,0,10,7,3,12,6,6,5,0,0.15,0.15,0.0,0.0,0.0,0,0.6,151,69,361,602,0.25,289,95,11,17,4164888.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
403,27,726710400,2970,1350,1620,33,15,18,1,0,1,2,1,1,0,0,13,8,5,37,15,22,2,0,0.09,0.06,0.03,0.0,0.06,2970,1.12,80,90,1485,1485,0.06,251,196,49,10,4164888.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
558,26,762912000,1170,540,630,13,6,7,0,0,0,0,0,0,0,0,4,2,2,20,5,15,2,0,0.0,0.0,0.0,0.0,0.0,0,1.54,59,90,585,0,0.15,374,370,123,27,4164888.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
546,33,537235200,1755,1035,720,20,12,8,0,0,0,0,0,0,0,0,7,5,2,21,12,9,2,0,0.0,0.0,0.0,0.0,0.0,0,1.08,84,88,878,0,0.1,325,352,45,19,4164888.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67,26,769996800,3057,1526,1531,35,17,17,3,0,3,3,3,0,0,0,18,8,10,21,11,10,3,0,0.18,0.09,0.09,0.0,0.18,1019,0.62,146,87,1019,1019,0.09,174,159,14,9,4135964.7217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10,32,579225600,465,189,276,13,2,3,0,0,0,0,0,0,0,0,6,1,5,2,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0.39,233,36,465,0,0.19,379,344,-1,18,4060765.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
448,33,554428800,1780,958,822,31,10,11,8,6,2,2,2,0,0,0,11,7,4,18,7,11,2,0,0.51,0.1,0.4,0.56,0.22,223,0.91,99,57,890,890,0.1,35,149,-1,2,4004700.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,23,850867200,403,240,163,6,2,2,0,0,0,0,0,0,0,0,2,1,1,9,2,7,0,0,0.0,0.0,0.0,0.0,0.0,0,2.01,45,67,0,0,0.0,272,314,163,18,4002821.2518518516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,22,874195200,341,165,176,10,1,1,0,0,0,1,1,0,0,0,2,0,2,4,1,3,0,0,0.26,0.26,0.0,0.0,0.0,0,1.06,85,34,0,341,0.0,280,38,-1,16,4002821.2518518516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,22,892944000,604,326,278,17,3,3,0,0,0,1,1,0,0,0,2,1,1,11,8,3,0,0,0.15,0.15,0.0,0.0,0.0,0,1.64,55,36,0,604,0.0,298,89,-1,18,4002821.2518518516,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
284,24,821577600,718,218,500,11,3,6,1,0,1,0,0,0,0,0,2,1,1,19,3,16,2,0,0.13,0.0,0.13,0.0,0.18,718,2.38,38,65,359,0,0.25,139,291,171,8,4002821.2518518516,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
268,37,402796800,21,0,21,4,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,8.57,11,5,0,0,0.0,-1,-1,-1,25,4002821.2518518516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,21,921715200,1015,525,490,16,6,6,0,0,0,2,2,0,0,0,2,0,2,18,8,10,3,0,0.18,0.18,0.0,0.0,0.0,0,1.6,56,63,338,508,0.27,283,83,131,17,4002821.2518518516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
267,27,725068800,1665,849,816,30,10,8,4,1,3,1,1,0,0,0,8,4,4,24,11,13,1,0,0.27,0.05,0.22,0.11,0.33,416,1.3,69,56,1665,1665,0.05,89,209,86,5,3887228.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
